lat,lng,value
43,70,0.003
-11,151,0.002
23,51,0.002
15,120,0.003
-24,20,0
10,-64,0.029
44,-116,0.001
25,90,0.372
38,66,0.024
37,113,0.148
15,9,0.001
11,6,0.023
10,15,0.044
-9,115,0.068
38,-79,0.004
53,61,0.003
49,66,0
29,59,0.005
25,56,0.027
5,49,0
2,21,0.011
1,46,0.001
6,125,0.06
49,-113,0.001
48,54,0
26,110,0.044
39,-78,0.01
36,36,0.017
-18,-149,0.006
35,-81,0.031
16,-25,0.001
50,99,0
12,42,0.003
-12,16,0.012
39,67,0.063
35,64,0.005
30,-103,0
39,84,0.001
54,50,0.006
50,69,0.001
30,76,0.166
26,63,0.006
7,3,0.034
51,125,0.001
-3,-54,0.006
-26,-50,0.015
-7,-77,0.006
-33,-61,0.007
45,75,0
41,72,0.035
-36,-66,0.001
8,126,0.04
36,96,0
-21,147,0
-3,31,0.08
30,102,0.003
-37,-64,0.004
45,-100,0
42,126,0.055
60,41,0.001
-35,138,0
54,99,0.001
32,55,0.003
31,-84,0.007
28,58,0.005
8,29,0.015
31,13,0.002
42,-96,0.007
18,-102,0.012
33,112,0.064
-6,148,0.001
65,14,0
46,60,0
45,79,0.005
42,47,0.009
22,46,0.005
18,73,0.075
-35,117,0
14,-10,0.005
9,-61,0.002
-11,-56,0.002
-14,26,0.001
-15,-55,0.001
57,24,0.001
-38,175,0.005
28,118,0.103
9,20,0.006
-11,-43,0.002
-9,21,0.001
-4,123,0.011
56,36,0.016
34,136,0.551
-4,-57,0.002
44,74,0
-17,32,0.014
43,-111,0.003
24,45,0.005
20,48,0.005
67,32,0.001
13,109,0.03
23,87,0.253
14,-91,0.08
11,17,0.007
25,118,0.071
58,31,0.002
34,57,0.001
49,77,0
10,51,0.001
-33,-62,0.004
-18,37,0.017
-19,-66,0.007
53,33,0.007
48,11,0.055
29,63,0.001
44,134,0.003
25,68,0.076
39,-123,0.003
1,74,0
35,-118,0.007
-19,19,0.001
68,15,0.001
48,90,0.001
29,-80,0.002
63,12,0.002
-32,-64,0.058
40,61,0.001
39,-106,0.003
36,64,0.004
16,75,0.21
50,135,0
11,77,0.166
39,39,0.01
-20,64,0.001
-41,-71,0.002
29,78,0.315
7,22,0.001
-17,16,0.002
54,14,0.009
30,40,0.002
-25,-53,0.017
-26,47,0.004
64,27,0.001
45,47,0
-29,-56,0.002
21,53,0.002
18,105,0.006
36,140,0.188
51,-102,0.001
27,-108,0.001
45,-64,0.003
52,80,0.002
31,0,0.001
51,-4,0.011
31,113,0.092
46,5,0.025
42,-124,0.001
19,75,0.11
18,-98,0.053
66,25,0.001
5,-8,0.012
42,19,0.01
57,115,0.001
-1,-79,0.025
33,-7,0.147
-24,152,0.001
-14,30,0.002
-18,-59,0
57,36,0.004
19,-155,0.004
0,121,0.01
52,28,0.01
33,42,0.004
47,-97,0.003
9,48,0.001
24,98,0.019
23,-103,0.008
33,-105,0.001
44,38,0.014
-4,18,0.01
13,81,0.205
47,1,0.028
44,-75,0.007
-13,-42,0.004
38,15,0.004
15,48,0.002
47,82,0.001
62,8,0.002
61,35,0.008
14,36,0.009
48,-112,0
-9,-69,0
-13,-72,0.003
20,105,0.014
-10,120,0.014
53,21,0.018
48,31,0.017
29,35,0.001
5,41,0.003
35,-90,0.015
29,-108,0.001
40,33,0.034
39,-6,0.009
16,31,0.001
-17,168,0.001
-8,21,0.003
26,-107,0.003
-12,-40,0.01
-32,19,0.002
40,-72,0.01
17,103,0.065
-55,-65,0
50,-2,0.014
27,93,0.005
41,114,0.03
51,92,0.001
53,89,0.004
-17,179,0.001
26,-9,0
41,-1,0.011
-30,18,0.002
60,50,0
41,16,0.027
-6,-73,0.001
27,-80,0.018
42,86,0.004
41,-99,0.001
3,114,0.005
52,124,0.001
51,39,0.007
32,-17,0.001
28,-14,0.001
4,40,0.002
22,-84,0.003
-1,115,0.004
32,-98,0.003
8,-68,0.002
6,-5,0.037
33,104,0.003
-5,25,0.004
-6,140,0.001
46,-124,0
19,-104,0.012
37,28,0.024
-2,112,0.002
-5,-54,0
-25,-49,0.008
61,131,0
-11,22,0.001
22,85,0.074
56,53,0.006
52,56,0.007
13,23,0.014
47,-61,0
-10,-58,0
23,-99,0.012
-38,-69,0
47,20,0.089
44,2,0.011
5,119,0.008
0,11,0.001
19,83,0.073
34,-97,0.005
-36,-57,0.007
62,33,0
20,-89,0.028
38,43,0.014
37,80,0.011
15,20,0.002
10,-4,0.01
47,134,0.009
38,-106,0.001
34,1,0.008
-38,146,0.064
49,37,0.049
11,-70,0.008
-8,108,0.153
-13,-60,0.001
1,17,0
-18,45,0.001
53,-7,0.008
26,87,0.245
40,118,0.086
-18,-64,0.003
35,-110,0.001
16,-12,0.004
-22,-53,0.001
49,-125,0.002
59,57,0.008
36,8,0.058
35,35,0.001
30,-82,0.005
-31,-62,0.002
6,-72,0.012
40,-100,0.001
39,111,0.017
50,34,0.011
27,121,0.141
26,44,0.007
41,78,0.001
3,35,0.007
2,118,0.004
51,120,0
50,-111,0.001
45,34,0.015
7,-81,0.002
6,82,0.027
3,-76,0.118
-17,-71,0.03
-3,22,0.001
-7,-41,0.004
58,6,0.007
60,14,0.001
-4,-38,0.098
17,-14,0.001
32,100,0.002
28,31,0.108
8,-6,0.007
-30,-59,0.005
-35,22,0.001
55,46,0.005
51,51,0.002
-33,-55,0.002
31,56,0.002
28,-114,0.001
27,53,0.004
4,20,0.006
-16,-41,0.006
21,83,0.089
18,-77,0.034
-1,135,0.001
-3,-41,0.004
-5,12,0.012
31,105,0.187
46,13,0.013
45,102,0.001
55,80,0.001
-2,41,0.003
-25,34,0.023
46,-96,0.007
57,59,0.001
37,48,0.014
33,49,0.028
28,91,0.002
9,39,0.111
-10,23,0.003
-47,169,0.003
-15,29,0.012
22,113,0.137
56,25,0.025
37,-99,0.001
34,97,0.001
52,68,0.001
13,-5,0.018
9,-8,0.009
46,138,0
24,42,0.004
-14,-171,0.004
-4,137,0.003
0,24,0.005
43,69,0.008
24,-103,0.009
23,50,0.002
1,98,0.014
-22,-40,0.001
10,-67,0.093
25,89,0.297
38,71,0.004
37,116,0.187
15,8,0.001
11,5,0.029
10,16,0.024
14,30,0.001
38,-78,0.015
53,64,0.013
14,108,0.011
29,54,0.026
2,22,0.01
1,45,0.024
-18,-39,0.008
48,55,0
39,-79,0.01
35,-82,0.019
16,-24,0.002
50,100,0
12,43,0.002
-12,17,0.012
39,66,0.018
35,63,0.004
30,-102,0
39,83,0.002
-1,99,0.001
54,55,0.007
50,70,0
30,73,0.197
26,64,0.006
7,2,0.026
-3,-55,0.001
41,71,0.013
36,97,0
30,107,0.254
60,42,0.001
-29,-62,0.002
54,100,0.001
32,56,0.001
31,-85,0.009
28,59,0.005
8,30,0.007
31,28,0.001
-1,43,0.02
33,111,0.045
-6,145,0.015
65,13,0.001
42,48,0.018
4,127,0.002
22,51,0.002
18,74,0.212
9,-74,0.017
-11,-57,0.001
-14,23,0.002
-15,-52,0.001
57,23,0.002
-39,178,0.001
28,119,0.089
9,19,0.007
43,-121,0.001
-11,-40,0.008
-15,25,0.003
56,29,0.003
34,133,0.086
-4,-56,0.001
-5,115,0
39,-103,0
44,75,0.001
24,46,0.005
20,49,0.002
-36,-72,0.004
-23,19,0.001
67,31,0.001
-28,29,0.004
24,-99,0.004
23,86,0.166
1,126,0.008
14,-90,0.141
11,24,0.006
25,117,0.054
61,26,0.003
58,32,0.01
-10,125,0.03
34,58,0.002
49,80,0
-8,157,0
-18,38,0.017
-19,-67,0.003
53,36,0.004
48,12,0.096
44,135,0.001
25,67,0.008
35,-119,0.015
68,16,0.001
49,-82,0
48,91,0.001
29,-81,0.017
63,11,0.007
-32,-55,0.003
40,62,0.001
39,-107,0.002
36,65,0.008
16,76,0.1
50,136,0
5,102,0.01
39,38,0.009
-41,-72,0.005
29,77,0.174
-17,15,0.002
54,19,0.044
53,120,0
30,37,0.001
6,31,0.007
64,28,0.001
-19,179,0.005
21,56,0.001
18,106,0.089
51,-103,0
-21,-70,0.004
27,-109,0.012
45,-65,0.003
42,95,0.002
-16,-71,0.002
52,81,0.002
-41,-65,0
31,-1,0.001
51,-5,0.001
31,112,0.053
46,6,0.017
19,74,0.203
66,26,0.002
-29,22,0.003
42,20,0.017
-11,29,0.005
19,-69,0.011
6,5,0.042
33,-4,0.018
57,35,0.005
0,122,0.005
52,13,0.021
33,41,0.004
13,46,0.021
47,-98,0
9,47,0.002
-10,-49,0.001
24,99,0.037
23,-104,0.008
33,-102,0.002
-28,-70,0.002
44,39,0.01
-4,19,0.009
47,0,0.027
44,-74,0.003
62,22,0.002
23,122,0.013
38,16,0.028
34,-117,0.086
15,47,0.003
11,52,0
47,81,0.001
-9,124,0.008
61,30,0.002
49,140,0
48,-103,0.001
-9,-70,0.001
-13,-73,0.003
20,106,0.178
-18,18,0.001
53,24,0.024
48,32,0.01
5,44,0.002
35,-91,0.005
-19,50,0.008
29,-109,0.001
63,31,0
40,34,0.022
39,-7,0.006
16,32,0.016
-8,22,0.006
26,-106,0.001
-12,-39,0.013
-32,20,0
40,-79,0.053
17,106,0.007
50,27,0.026
27,100,0.01
41,113,0.015
-21,48,0.024
51,91,0.001
53,92,0.016
-33,-68,0.028
-9,141,0.003
41,2,0.043
3,-57,0.001
-17,-60,0
-13,-46,0.002
60,51,0
41,15,0.043
-26,-69,0.001
27,-81,0.011
41,-96,0.016
3,113,0
52,109,0.001
51,38,0.016
32,-16,0.007
28,-13,0.003
27,32,0.058
4,41,0.003
-53,-72,0
-1,114,0.002
32,-97,0.064
8,-75,0.027
-4,141,0.001
19,38,0.011
33,103,0.002
-5,32,0.011
19,-105,0.001
37,27,0.002
-5,-55,0.001
-25,-50,0.008
-4,114,0.001
22,86,0.077
56,54,0.031
37,12,0
52,57,0.003
13,18,0.002
-10,-53,0
43,-65,0.001
-11,16,0.006
56,101,0.001
-38,-68,0.001
47,19,0.045
44,3,0.011
19,82,0.031
34,-96,0.003
-42,147,0.003
62,34,0
20,-88,0.006
38,44,0.013
37,79,0.002
15,19,0.001
10,-7,0.005
47,133,0.013
61,66,0
-33,23,0.001
38,-101,0
34,2,0.01
15,-92,0.027
49,40,0.006
11,-71,0.002
14,16,0.001
-13,-61,0.001
2,47,0
1,20,0.003
-18,46,0.002
53,-4,0.003
26,88,0.198
40,119,0.078
38,117,0.183
35,-111,0.003
-22,-52,0.002
12,-16,0.017
49,-122,0.043
63,67,0.001
36,9,0.034
35,34,0.012
-31,-63,0.001
6,-75,0.13
40,-107,0.001
39,110,0.011
14,43,0.007
53,159,0.009
50,31,0.12
26,41,0.002
41,77,0.002
3,34,0.008
2,115,0.001
-1,101,0.098
51,119,0
50,-110,0.002
12,93,0.003
45,33,0.001
3,-77,0.005
-17,-72,0.003
-3,21,0.001
-7,-38,0.018
-27,19,0.001
60,15,0.002
17,-15,0.004
32,93,0.001
28,32,0.002
8,-5,0.008
45,-121,0.002
-35,21,0.002
55,45,0.005
51,50,0.002
31,55,0.005
28,-113,0.002
27,60,0.002
-16,-40,0.008
21,78,0.067
18,-76,0.028
-1,134,0.002
-39,-57,0.008
31,104,0.055
46,14,0.02
43,112,0.001
55,79,0.004
-2,42,0.003
69,32,0
-25,33,0.006
46,-99,0
57,46,0.003
37,47,0.046
33,52,0.012
28,92,0.002
9,42,0.054
-10,24,0.003
-15,32,0.007
22,114,0.444
56,26,0.005
37,-96,0.002
34,98,0
-12,-64,0.001
13,-10,0.003
9,-9,0.01
46,127,0.068
43,-69,0.002
24,43,0.005
0,33,0.129
67,66,0.001
43,76,0.003
24,-102,0.001
23,49,0.003
10,-66,0.151
25,92,0.079
38,72,0.002
35,130,0.158
37,115,0.186
15,7,0.001
11,12,0.021
10,13,0.024
53,63,0.002
14,105,0.037
29,53,0.045
25,58,0
2,19,0.009
-41,177,0.001
68,37,0.001
39,-80,0.01
36,22,0.001
35,-83,0.014
12,44,0.002
5,5,0.001
-12,18,0.007
59,28,0.003
5,81,0.011
39,65,0.025
36,-91,0.003
35,62,0.005
39,82,0.006
54,56,0.014
50,67,0.003
30,74,0.199
26,61,0.006
7,1,0.025
-3,-52,0.001
-27,-62,0.001
41,74,0.01
22,87,0.152
36,98,0
30,108,0.173
42,140,0.001
60,43,0.001
-35,140,0.001
32,65,0.006
31,-86,0.004
28,60,0.003
8,31,0.005
-16,37,0.011
31,27,0.001
42,-98,0.001
22,-159,0.001
21,114,0.002
18,-104,0
-1,42,0.024
33,114,0.22
-6,146,0.005
42,45,0.019
22,52,0.002
9,-75,0.035
-14,24,0.002
-15,-53,0.001
57,26,0.005
-39,177,0.004
-26,154,0.001
10,109,0.01
28,120,0.06
43,-122,0.001
-11,-41,0.002
-15,28,0.007
56,30,0.002
34,134,0.099
-4,-55,0.001
44,76,0.001
24,47,0.005
-11,122,0.002
20,50,0.002
67,30,0
-28,30,0.006
-28,-66,0.001
43,40,0.008
24,-98,0.002
23,85,0.074
1,125,0.037
14,-85,0.006
11,23,0.004
25,120,0.111
-13,41,0.006
-32,117,0.004
61,25,0.005
58,29,0.001
34,55,0.002
-8,158,0
10,49,0.002
-37,148,0.001
-19,-64,0.003
53,35,0.025
48,5,0.014
29,25,0.001
44,136,0.002
68,17,0.001
48,92,0
63,10,0.001
25,-77,0.007
-32,-54,0.006
40,63,0.007
39,-108,0.004
36,66,0.012
-35,-60,0.007
-24,-46,0.695
5,101,0.079
39,37,0.012
36,-111,0.001
-21,-62,0
-41,-73,0.01
29,80,0.081
7,20,0.002
-17,14,0.002
54,20,0.012
53,119,0
-6,28,0.006
30,38,0.001
60,-151,0.001
6,32,0.007
-26,45,0.001
64,21,0.003
-31,151,0.001
41,38,0.004
21,55,0.002
18,103,0.021
51,-112,0.001
27,-110,0.005
64,12,0.001
45,-70,0.001
42,96,0.002
-16,-70,0.014
52,82,0.002
32,21,0.004
31,-2,0.001
31,111,0.035
46,11,0.008
19,73,0.473
18,-4,0.001
33,78,0.001
66,23,0.001
-29,21,0.001
42,17,0
19,-70,0.062
18,43,0.009
33,-5,0.032
-5,-76,0.001
22,95,0.026
0,123,0.016
37,-25,0.004
52,14,0.142
33,44,0.014
13,45,0.079
-44,172,0.001
47,-99,0
9,50,0.002
-10,-48,0.003
24,100,0.045
-9,16,0.008
23,-105,0.006
-4,128,0.004
8,10,0.028
-28,-69,0.001
44,40,0.016
-4,20,0.003
47,-1,0.038
44,-73,0.01
62,27,0.001
23,121,0.165
38,13,0.002
34,-116,0.004
15,46,0.005
14,7,0.021
11,51,0.002
47,80,0.001
-36,146,0.001
62,6,0.001
59,152,0
61,29,0.003
49,139,0
11,-60,0.002
-8,130,0
-9,-71,0.001
-13,-74,0.013
20,107,0.293
-37,176,0.001
53,23,0.014
-3,108,0.004
48,41,0.015
5,43,0.002
35,-84,0.018
-19,49,0.011
29,-114,0.002
63,30,0.001
40,35,0.015
39,-8,0.027
-8,23,0.009
-45,-67,0.001
14,99,0.01
-12,-38,0.013
40,-78,0.016
36,-83,0.014
17,105,0.037
50,28,0.014
27,99,0.004
-22,-47,0.037
41,116,0.016
-17,50,0.008
-21,47,0.009
51,90,0.001
53,91,0.002
-35,-69,0.001
-28,-51,0.011
41,1,0.013
3,-58,0
-25,-58,0.001
-17,-61,0
41,18,0.002
-29,-53,0.01
-6,-75,0.001
-7,30,0.005
-26,-68,0.001
27,-82,0.065
41,-97,0.003
3,104,0.013
52,110,0
51,37,0.02
32,-7,0.032
27,31,0.086
4,42,0.002
-1,113,0.003
32,-96,0.088
46,39,0.009
8,-74,0.01
19,37,0.001
33,106,0.039
-5,31,0.025
-34,148,0.001
37,22,0.009
-2,110,0.003
-25,-51,0.008
-18,-54,0.001
22,91,0.316
-26,-49,0.095
56,55,0.01
37,11,0.005
52,58,0.001
13,17,0.001
43,-66,0
-11,15,0.006
56,102,0.01
-38,-71,0.003
-5,106,0.051
47,18,0.025
44,4,0.005
23,44,0.005
19,81,0.018
34,-99,0.002
-23,-50,0.013
44,-109,0
62,55,0.001
20,-87,0.006
38,41,0.023
15,18,0.001
14,-13,0.004
10,-6,0.009
61,65,0.001
38,-100,0.001
34,-1,0.029
15,-93,0.004
49,39,0.009
-9,-67,0
-13,-62,0.001
-2,103,0.017
1,19,0.002
-10,121,0.004
16,95,0.035
-9,149,0.001
26,85,0.379
40,120,0.073
38,118,0.083
53,-116,0
12,-15,0.021
49,-123,0.037
36,10,0.04
35,33,0.001
-4,-47,0.002
-31,-60,0.002
6,-74,0.008
40,-106,0.001
39,109,0.002
50,32,0.012
26,42,0.002
41,80,0.006
3,33,0.011
51,118,0.001
50,-113,0.006
45,36,0.007
21,42,0.015
-3,24,0.004
-7,-39,0.013
64,-51,0
60,16,0.005
17,-12,0.002
32,94,0.001
-17,-39,0.01
28,33,0.001
8,-4,0.005
-30,-61,0.001
-35,24,0.002
55,76,0.002
51,49,0.004
31,54,0.011
28,-112,0
27,59,0.003
-15,20,0.001
4,6,0.013
21,77,0.069
-20,28,0.006
-2,-80,0.026
31,103,0.005
46,19,0.026
45,104,0
55,78,0.001
-2,31,0.071
69,31,0
-25,32,0.017
46,-98,0.001
57,45,0.002
37,58,0.012
-10,-78,0.007
33,51,0.018
28,93,0.002
9,41,0.018
-10,21,0.001
-15,31,0.006
56,27,0.004
37,-97,0.019
13,-11,0.002
9,-6,0.007
46,128,0.045
43,-70,0.02
24,44,0.005
0,34,0.095
67,65,0.002
43,75,0.005
24,-101,0.008
23,48,0.005
1,100,0.029
-4,12,0.001
-23,-70,0
25,91,0.086
38,69,0.058
35,129,0.202
37,110,0.028
15,6,0.002
11,11,0.05
10,14,0.053
5,-67,0.002
53,74,0.001
14,106,0.021
29,56,0.005
-9,128,0.002
25,57,0.006
5,46,0.004
2,20,0.013
-18,-49,0.005
-41,176,0.007
68,38,0
-8,-71,0.001
26,121,0.004
39,-81,0.01
36,23,0.002
35,-76,0.003
12,13,0.009
-7,121,0.002
-21,-51,0.007
-12,19,0.007
59,27,0.002
39,64,0.014
36,-90,0.006
35,61,0.022
30,-112,0.002
39,81,0.006
54,53,0.014
53,126,0.001
50,68,0.001
30,63,0.001
26,62,0.003
7,0,0.01
51,130,0
-3,-53,0.001
-37,-62,0.002
-7,-56,0.001
-27,-63,0.001
-13,-37,0.001
41,73,0.017
36,99,0.001
30,105,0.365
60,44,0.001
49,98,0
-35,139,0.03
55,-97,0.001
32,66,0.008
31,-87,0.004
28,61,0.004
8,32,0.005
-16,38,0.015
55,16,0
32,-79,0.006
42,-85,0.037
-20,25,0.001
21,113,0.019
-1,41,0.002
-3,-50,0.001
33,113,0.143
-6,143,0.005
46,47,0.001
42,46,0.008
22,49,0.003
-20,45,0.002
9,-72,0.004
-14,21,0.001
57,25,0.012
13,76,0.082
28,121,0.169
43,-123,0.004
24,89,0.375
-15,27,0.002
56,31,0.006
34,131,0.006
-4,-54,0.003
44,45,0.008
24,48,0.004
-9,34,0.012
20,51,0.002
13,106,0.005
-28,31,0.021
24,-97,0.001
23,84,0.044
1,128,0.004
14,-84,0.002
11,22,0.002
25,119,0.192
-13,32,0.002
61,28,0.003
58,30,0.002
34,56,0.001
49,82,0.001
10,50,0.004
-42,175,0.011
-37,147,0.004
-19,-65,0.01
53,30,0.011
48,6,0.01
5,18,0.003
-19,16,0.001
68,18,0.001
48,85,0.001
14,124,0.002
63,9,0.001
-32,-53,0.002
40,64,0.005
-36,-58,0.013
36,67,0.025
5,104,0.013
39,36,0.017
36,-110,0.001
-21,-63,0.001
29,79,0.191
14,77,0.089
7,19,0.002
-17,13,0.001
54,17,0.01
30,43,0.001
60,-150,0
6,29,0.004
-16,-43,0.006
-21,-29,0.001
-35,-55,0.013
-26,46,0.005
64,22,0
-31,154,0.001
41,37,0.015
21,-158,0.008
18,104,0.02
36,127,0.042
51,-113,0.007
45,-71,0.008
42,93,0.002
41,-74,0.037
-16,-69,0.009
52,83,0.003
-40,-63,0
32,22,0.005
31,-3,0.003
51,-7,0
31,110,0.058
9,118,0.001
46,12,0.025
-2,-51,0.001
33,77,0.003
-6,115,0.001
66,24,0.001
-29,28,0.008
42,18,0.003
19,-71,0.039
18,44,0.007
33,-2,0.004
-5,-77,0.001
22,96,0.072
0,124,0.017
52,15,0.019
33,43,0.004
13,48,0.001
9,49,0.002
-10,-51,0
24,93,0.163
23,-106,0.014
-28,-68,0.001
44,41,0.018
-52,-72,0
-4,21,0.001
13,78,0.161
47,-2,0.02
44,-72,0.006
62,28,0.005
23,120,0.003
38,14,0.033
0,-55,0.001
34,-119,0.022
15,45,0.075
14,8,0.019
11,50,0.002
10,3,0.008
-28,154,0.042
62,11,0.001
59,151,0.004
61,32,0.001
-28,-63,0.002
14,23,0.007
48,-101,0.002
-9,-72,0.001
25,-12,0
-13,-75,0.014
20,108,0.006
-37,175,0.035
48,42,0.004
29,32,0.238
40,141,0.038
35,-85,0.016
48,121,0.002
29,-115,0.001
63,29,0.001
40,36,0.02
39,-9,0.01
35,-4,0.008
16,42,0.001
11,110,0.01
-8,24,0.015
-12,-37,0.021
40,-77,0.015
36,-82,0.02
17,108,0.002
50,25,0.021
27,98,0.003
41,115,0.024
-17,49,0.004
-21,46,0.002
51,89,0
53,86,0.002
30,7,0.001
26,-10,0
41,4,0.003
-17,-62,0.001
-6,19,0.018
60,53,0
41,17,0.038
-6,-74,0.001
31,-80,0
-7,29,0.005
-44,147,0
41,-94,0.003
3,103,0.017
52,111,0
51,44,0.007
32,-6,0.039
-36,118,0.001
28,-11,0.001
4,43,0.003
-1,112,0.009
32,-87,0.004
46,40,0.01
8,-73,0.017
19,44,0.008
33,105,0.02
-5,30,0.021
-6,135,0.001
57,84,0.001
37,21,0.001
6,10,0.035
-2,115,0.004
10,99,0.007
22,92,0.297
56,56,0.004
52,59,0.004
13,20,0.002
47,-64,0.001
-10,-55,0.001
-11,26,0.008
56,103,0.001
-38,-70,0
-5,105,0.061
47,17,0.027
44,5,0.028
23,43,0.006
19,104,0.006
34,-98,0.006
-23,-51,0.016
-24,44,0.007
44,-108,0.001
58,51,0.007
20,-86,0.006
38,42,0.025
15,17,0.001
14,-12,0.005
10,-9,0.006
-9,119,0.024
38,-103,0.001
34,0,0.019
49,42,0.003
48,-81,0.001
-13,-63,0.001
2,45,0.009
1,22,0.004
16,96,0.104
6,121,0.003
26,86,0.391
40,113,0.038
-18,-61,0.001
53,-117,0
50,91,0.001
12,-14,0.014
49,-120,0
48,141,0.001
59,62,0.001
36,11,0.082
35,24,0.002
-31,-61,0.003
6,-69,0.001
40,-105,0.016
39,108,0.002
50,29,0.023
26,39,0.003
41,79,0.003
3,24,0.003
2,113,0.004
51,117,0.002
50,-112,0
45,35,0.015
21,41,0.015
-3,23,0.002
-6,39,0.016
-7,-36,0.012
60,17,0.005
17,-13,0.001
32,95,0.001
31,-108,0.001
28,34,0.001
8,-11,0.023
-30,-60,0.001
-34,151,0.043
-35,23,0.004
55,75,0.003
51,72,0.011
-3,117,0.003
31,53,0.021
28,-111,0.009
27,58,0.006
4,7,0.073
21,80,0.123
18,-78,0.005
-1,20,0.003
31,102,0.004
46,20,0.019
45,103,0.001
-38,143,0.001
55,77,0.002
-2,32,0.029
-6,107,0.007
-25,31,0.015
46,-93,0.001
57,48,0.002
37,57,0.01
33,54,0.001
28,94,0.001
9,44,0.008
-10,22,0.001
-9,25,0.003
-4,119,0.005
56,28,0.005
37,-86,0.007
5,-10,0.001
13,-8,0.009
9,-7,0.005
46,125,0.047
43,-71,0.013
-14,-172,0.001
0,35,0.172
-23,44,0.005
43,74,0.004
24,-100,0.005
23,47,0.005
1,99,0.011
15,100,0.024
14,48,0.004
25,78,0.047
38,70,0.02
35,120,0.108
37,109,0.013
15,5,0.001
11,10,0.06
48,-124,0
10,27,0.006
38,-75,0.013
53,73,0.001
49,70,0
29,55,0.005
14,17,0.001
44,142,0.001
25,60,0.002
5,45,0.003
2,17,0.001
-18,-48,0.005
-22,27,0.001
-41,175,0
-8,-70,0.001
-12,-75,0.021
40,85,0.001
39,-82,0.026
35,-77,0.02
50,95,0
12,14,0.012
-12,20,0.002
-37,150,0.001
59,26,0.002
39,63,0.003
36,-89,0.006
35,68,0.007
30,-115,0.003
39,80,0.006
54,54,0.013
53,125,0.001
30,64,0.001
26,75,0.083
7,-1,0.028
-20,33,0.021
51,129,0.004
-3,-58,0.001
-19,-47,0.006
-27,-60,0.006
41,76,0.002
36,100,0.002
-35,-65,0.002
30,106,0.228
6,119,0.001
54,103,0.001
32,67,0.005
31,-88,0.003
28,62,0.003
8,25,0.001
-16,39,0.01
55,15,0.003
31,25,0.001
42,-84,0.026
-1,40,0.005
33,116,0.296
-6,144,0.009
46,48,0.009
42,59,0.006
22,50,0.002
52,-107,0
9,-73,0.012
46,-65,0.001
-11,-76,0.012
-14,22,0.001
57,28,0.004
56,9,0.009
-39,179,0.001
13,75,0.051
10,123,0.079
28,122,0.139
43,-116,0.016
24,90,0.449
-33,153,0.001
56,32,0.002
34,132,0.034
-4,-53,0.001
-5,120,0.034
44,46,0.003
24,73,0.083
20,52,0.002
13,105,0.013
-28,32,0.018
44,-67,0.001
23,83,0.051
38,-9,0.082
14,-87,0.053
11,21,0.001
25,122,0.198
-13,31,0.002
61,27,0.002
58,43,0.002
34,53,0.005
15,-23,0.006
49,81,0.001
10,47,0.001
-37,146,0.003
-19,-70,0.007
53,29,0.008
48,7,0.029
5,17,0.003
1,-50,0
-19,15,0.001
48,86,0.001
63,8,0.001
-32,-52,0.016
40,57,0.001
39,-110,0.001
36,68,0.025
50,131,0.001
-31,-50,0.004
5,103,0.025
39,35,0.015
36,-109,0.001
-21,-56,0.001
29,106,0.24
7,18,0.003
-20,-41,0.008
-17,28,0.011
54,18,0.012
30,44,0.007
6,30,0.006
-21,-52,0.001
-31,153,0.003
41,40,0.002
21,-159,0.001
18,101,0.022
36,128,0.123
17,30,0.001
51,-114,0.017
-17,-46,0.002
27,-104,0.001
45,-68,0.001
42,94,0.002
41,-75,0.023
-16,-68,0.006
21,-78,0.019
52,84,0.002
-40,-62,0.001
32,23,0.002
31,12,0.001
31,109,0.1
46,9,0.015
-4,-43,0.007
6,-9,0.011
-29,27,0.007
42,15,0.022
33,-3,0.009
-5,-78,0.003
22,93,0.077
0,117,0.002
52,16,0.017
13,47,0.005
-10,-50,0.001
24,94,0.062
33,-101,0.009
44,42,0.02
58,93,0.004
1,174,0.001
-4,22,0.002
13,77,0.096
47,-3,0.013
44,-71,0.003
62,25,0.002
34,-118,0.192
14,5,0.014
11,49,0.001
10,4,0.007
62,12,0
61,31,0.001
14,24,0.005
48,-100,0.001
-9,-73,0.003
25,-13,0
2,74,0.001
20,93,0.034
53,1,0.004
49,-2,0.005
48,43,0.003
29,31,0.084
44,102,0
40,142,0.024
35,-86,0.017
53,-110,0.001
48,122,0.005
29,-112,0.001
63,44,0
40,29,0.028
35,-5,0.066
16,43,0.007
11,109,0.045
-8,17,0.007
7,101,0.037
40,-76,0.045
36,-81,0.01
17,107,0.028
50,26,0.023
27,97,0.005
5,-3,0.07
-17,48,0.005
-21,45,0.004
51,80,0.001
53,85,0.006
50,-119,0.004
30,8,0.001
41,3,0.143
-17,-63,0.004
36,141,0.081
-6,20,0.015
-33,-60,0.014
30,119,0.077
58,10,0.001
60,54,0
41,20,0.036
17,26,0.001
31,-81,0.009
-7,32,0.004
-44,148,0.001
41,-95,0.014
3,102,0.164
51,43,0.008
32,-5,0.021
28,-10,0.003
4,44,0.004
-1,111,0.008
32,-86,0.014
46,37,0.006
8,-72,0.026
19,43,0.008
33,108,0.053
-5,29,0.009
57,83,0
19,-100,0.035
37,24,0.078
-2,116,0.005
10,100,0.01
-10,31,0.004
22,89,0.919
56,49,0.005
52,60,0.002
33,-118,0.128
13,19,0.002
47,-65,0.003
